id,state,dgen_county,name,time_zone
37,ID,Gooding,Gooding County,MountainPrevailing
2366,ID,Idaho,Idaho County,PacificPrevailing
772,ID,Jefferson,Jefferson County,MountainPrevailing
507,ID,Jerome,Jerome County,MountainPrevailing
880,ID,Kootenai,Kootenai County,PacificPrevailing
1645,ID,Latah,Latah County,PacificPrevailing
82,ID,Lemhi,Lemhi County,MountainPrevailing
2433,ID,Lewis,Lewis County,PacificPrevailing
745,ID,Lincoln,Lincoln County,MountainPrevailing
1244,ID,Madison,Madison County,MountainPrevailing
1411,ID,Minidoka,Minidoka County,MountainPrevailing
1731,ID,Nez Perce,Nez Perce County,PacificPrevailing
600,ID,Oneida,Oneida County,MountainPrevailing
1394,ID,Owyhee,Owyhee County,MountainPrevailing
1633,ID,Payette,Payette County,MountainPrevailing
2711,ID,Power,Power County,MountainPrevailing
3069,ID,Shoshone,Shoshone County,PacificPrevailing
2864,ID,Teton,Teton County,MountainPrevailing
2188,ID,Twin Falls,Twin Falls County,MountainPrevailing
2026,ID,Valley,Valley County,MountainPrevailing
2002,ID,Washington,Washington County,MountainPrevailing
799,IL,Adams,Adams County,CentralPrevailing
2368,IL,Alexander,Alexander County,CentralPrevailing
57,IL,Bond,Bond County,CentralPrevailing
19,IL,Boone,Boone County,CentralPrevailing
568,IL,Brown,Brown County,CentralPrevailing
1174,IL,Bureau,Bureau County,CentralPrevailing
1608,IL,Calhoun,Calhoun County,CentralPrevailing
350,IL,Carroll,Carroll County,CentralPrevailing
1572,IL,Cass,Cass County,CentralPrevailing
796,IL,Champaign,Champaign County,CentralPrevailing
2832,IL,Christian,Christian County,CentralPrevailing
501,IL,Clark,Clark County,CentralPrevailing
2958,IL,Clay,Clay County,CentralPrevailing
1924,IL,Clinton,Clinton County,CentralPrevailing
340,IL,Coles,Coles County,CentralPrevailing
2181,IL,Cook,Cook County,CentralPrevailing
2908,IL,Crawford,Crawford County,CentralPrevailing
2968,IL,Cumberland,Cumberland County,CentralPrevailing
344,IL,DeKalb,DeKalb County,CentralPrevailing
2667,IL,De Witt,De Witt County,CentralPrevailing
159,IL,Douglas,Douglas County,CentralPrevailing
1319,IL,DuPage,DuPage County,CentralPrevailing
1137,IL,Edgar,Edgar County,CentralPrevailing
2865,IL,Edwards,Edwards County,CentralPrevailing
527,IL,Effingham,Effingham County,CentralPrevailing
2643,IL,Fayette,Fayette County,CentralPrevailing
2390,IL,Ford,Ford County,CentralPrevailing
2000,IL,Franklin,Franklin County,CentralPrevailing
1317,IL,Fulton,Fulton County,CentralPrevailing
2928,IL,Gallatin,Gallatin County,CentralPrevailing
564,IL,Greene,Greene County,CentralPrevailing
2658,IL,Grundy,Grundy County,CentralPrevailing
1714,IL,Hamilton,Hamilton County,CentralPrevailing
1878,IL,Hancock,Hancock County,CentralPrevailing
1224,IL,Hardin,Hardin County,CentralPrevailing
2707,IL,Henderson,Henderson County,CentralPrevailing
1888,IL,Henry,Henry County,CentralPrevailing
1333,IL,Iroquois,Iroquois County,CentralPrevailing
605,IL,Jackson,Jackson County,CentralPrevailing
235,IL,Jasper,Jasper County,CentralPrevailing
173,IL,Jefferson,Jefferson County,CentralPrevailing
1090,IL,Jersey,Jersey County,CentralPrevailing
960,IL,Jo Daviess,Jo Daviess County,CentralPrevailing
884,IL,Johnson,Johnson County,CentralPrevailing
2836,IL,Kane,Kane County,CentralPrevailing
948,IL,Kankakee,Kankakee County,CentralPrevailing
3106,IL,Kendall,Kendall County,CentralPrevailing
2596,IL,Knox,Knox County,CentralPrevailing
216,IL,Lake,Lake County,CentralPrevailing
1692,IL,LaSalle,LaSalle County,CentralPrevailing
914,IL,Lawrence,Lawrence County,CentralPrevailing
2003,IL,Lee,Lee County,CentralPrevailing
3056,IL,Livingston,Livingston County,CentralPrevailing
227,IL,Logan,Logan County,CentralPrevailing
2173,IL,McDonough,McDonough County,CentralPrevailing
498,IL,McHenry,McHenry County,CentralPrevailing
893,IL,McLean,McLean County,CentralPrevailing
319,IL,Macon,Macon County,CentralPrevailing
2976,IL,Macoupin,Macoupin County,CentralPrevailing
1986,IL,Madison,Madison County,CentralPrevailing
2682,IL,Marion,Marion County,CentralPrevailing
992,IL,Marshall,Marshall County,CentralPrevailing
543,IL,Mason,Mason County,CentralPrevailing
771,IL,Massac,Massac County,CentralPrevailing
210,IL,Menard,Menard County,CentralPrevailing
2136,IL,Mercer,Mercer County,CentralPrevailing
788,IL,Monroe,Monroe County,CentralPrevailing
1339,IL,Montgomery,Montgomery County,CentralPrevailing
2432,IL,Morgan,Morgan County,CentralPrevailing
1255,IL,Moultrie,Moultrie County,CentralPrevailing
550,IL,Ogle,Ogle County,CentralPrevailing
2508,IL,Peoria,Peoria County,CentralPrevailing
2806,IL,Perry,Perry County,CentralPrevailing
1740,IL,Piatt,Piatt County,CentralPrevailing
2097,IL,Pike,Pike County,CentralPrevailing
525,IL,Pope,Pope County,CentralPrevailing
2071,IL,Pulaski,Pulaski County,CentralPrevailing
2305,IL,Putnam,Putnam County,CentralPrevailing
2139,IL,Randolph,Randolph County,CentralPrevailing
1627,IL,Richland,Richland County,CentralPrevailing
231,IL,Rock Island,Rock Island County,CentralPrevailing
2735,IL,St. Clair,St. Clair County,CentralPrevailing
2233,IL,Saline,Saline County,CentralPrevailing
2501,IL,Sangamon,Sangamon County,CentralPrevailing
2036,IL,Schuyler,Schuyler County,CentralPrevailing
2742,IL,Scott,Scott County,CentralPrevailing
111,IL,Shelby,Shelby County,CentralPrevailing
1683,IL,Stark,Stark County,CentralPrevailing
808,IL,Stephenson,Stephenson County,CentralPrevailing
2978,IL,Tazewell,Tazewell County,CentralPrevailing
1957,IL,Union,Union County,CentralPrevailing
743,IL,Vermilion,Vermilion County,CentralPrevailing
661,IL,Wabash,Wabash County,CentralPrevailing
1941,IL,Warren,Warren County,CentralPrevailing
2781,IL,Washington,Washington County,CentralPrevailing
524,IL,Wayne,Wayne County,CentralPrevailing
53,IL,White,White County,CentralPrevailing
114,IL,Whiteside,Whiteside County,CentralPrevailing
2927,IL,Will,Will County,CentralPrevailing
1213,IL,Williamson,Williamson County,CentralPrevailing
2801,IL,Winnebago,Winnebago County,CentralPrevailing
1456,IL,Woodford,Woodford County,CentralPrevailing
1439,IN,Adams,Adams County,EasternPrevailing
3004,IN,Allen,Allen County,EasternPrevailing
591,IN,Bartholomew,Bartholomew County,EasternPrevailing
644,IN,Benton,Benton County,EasternPrevailing
341,IN,Blackford,Blackford County,EasternPrevailing
1027,IN,Boone,Boone County,EasternPrevailing
2251,IN,Brown,Brown County,EasternPrevailing
580,IN,Carroll,Carroll County,EasternPrevailing
2229,IN,Cass,Cass County,EasternPrevailing
1437,IN,Clark,Clark County,EasternPrevailing
2590,IN,Clay,Clay County,EasternPrevailing
369,IN,Clinton,Clinton County,EasternPrevailing
2430,IN,Crawford,Crawford County,EasternPrevailing
2155,IN,Daviess,Daviess County,EasternPrevailing
569,IN,Dearborn,Dearborn County,EasternPrevailing
1618,IN,Decatur,Decatur County,EasternPrevailing
2765,IN,DeKalb,DeKalb County,EasternPrevailing
2436,IN,Delaware,Delaware County,EasternPrevailing
572,IN,Dubois,Dubois County,EasternPrevailing
2813,IN,Elkhart,Elkhart County,EasternPrevailing
770,IN,Fayette,Fayette County,EasternPrevailing
1074,IN,Floyd,Floyd County,EasternPrevailing
1279,IN,Fountain,Fountain County,EasternPrevailing
2730,IN,Franklin,Franklin County,EasternPrevailing
387,IN,Fulton,Fulton County,EasternPrevailing
2774,IN,Gibson,Gibson County,CentralPrevailing
3035,IN,Grant,Grant County,EasternPrevailing
1848,IN,Greene,Greene County,EasternPrevailing
1073,IN,Hamilton,Hamilton County,EasternPrevailing
2697,IN,Hancock,Hancock County,EasternPrevailing
334,IN,Harrison,Harrison County,EasternPrevailing
2793,IN,Hendricks,Hendricks County,EasternPrevailing
2278,IN,Henry,Henry County,EasternPrevailing
2125,IN,Howard,Howard County,EasternPrevailing
970,IN,Huntington,Huntington County,EasternPrevailing
2929,IN,Jackson,Jackson County,EasternPrevailing
2129,IN,Jasper,Jasper County,CentralPrevailing
1087,IN,Jay,Jay County,EasternPrevailing
67,IN,Jefferson,Jefferson County,EasternPrevailing
476,IN,Jennings,Jennings County,EasternPrevailing
689,IN,Johnson,Johnson County,EasternPrevailing
1336,IN,Knox,Knox County,EasternPrevailing
1514,IN,Kosciusko,Kosciusko County,EasternPrevailing
1540,IN,LaGrange,LaGrange County,EasternPrevailing
2593,IN,Lake,Lake County,CentralPrevailing
1503,IN,LaPorte,LaPorte County,CentralPrevailing
2479,IN,Lawrence,Lawrence County,EasternPrevailing
2839,IN,Madison,Madison County,EasternPrevailing
448,IN,Marion,Marion County,EasternPrevailing
2345,IN,Marshall,Marshall County,EasternPrevailing
1474,IN,Martin,Martin County,EasternPrevailing
1843,IN,Miami,Miami County,EasternPrevailing
2515,IN,Monroe,Monroe County,EasternPrevailing
466,IN,Montgomery,Montgomery County,EasternPrevailing
1617,IN,Morgan,Morgan County,EasternPrevailing
363,IN,Newton,Newton County,CentralPrevailing
1544,IN,Noble,Noble County,EasternPrevailing
552,IN,Ohio,Ohio County,EasternPrevailing
2448,IN,Orange,Orange County,EasternPrevailing
1810,IN,Owen,Owen County,EasternPrevailing
2917,IN,Parke,Parke County,EasternPrevailing
1239,IN,Perry,Perry County,CentralPrevailing
313,IN,Pike,Pike County,EasternPrevailing
156,IN,Porter,Porter County,CentralPrevailing
436,IN,Posey,Posey County,CentralPrevailing
1895,IN,Pulaski,Pulaski County,EasternPrevailing
1430,IN,Putnam,Putnam County,EasternPrevailing
1089,IN,Randolph,Randolph County,EasternPrevailing
2960,IN,Ripley,Ripley County,EasternPrevailing
1019,IN,Rush,Rush County,EasternPrevailing
316,IN,St. Joseph,St. Joseph County,EasternPrevailing
3054,IN,Scott,Scott County,EasternPrevailing
2659,IN,Shelby,Shelby County,EasternPrevailing
2310,IN,Spencer,Spencer County,CentralPrevailing
1960,IN,Starke,Starke County,CentralPrevailing
382,IN,Steuben,Steuben County,EasternPrevailing
1931,IN,Sullivan,Sullivan County,EasternPrevailing
1732,IN,Switzerland,Switzerland County,EasternPrevailing
1897,IN,Tippecanoe,Tippecanoe County,EasternPrevailing
2192,IN,Tipton,Tipton County,EasternPrevailing
469,IN,Union,Union County,EasternPrevailing
2877,IN,Vanderburgh,Vanderburgh County,CentralPrevailing
1583,IN,Vermillion,Vermillion County,EasternPrevailing
3138,IN,Vigo,Vigo County,EasternPrevailing
1776,IN,Wabash,Wabash County,EasternPrevailing
2892,IN,Warren,Warren County,EasternPrevailing
737,IN,Warrick,Warrick County,CentralPrevailing
2340,IN,Washington,Washington County,EasternPrevailing
1457,IN,Wayne,Wayne County,EasternPrevailing
2451,IN,Wells,Wells County,EasternPrevailing
2092,IN,White,White County,EasternPrevailing
121,IN,Whitley,Whitley County,EasternPrevailing
2306,IA,Adair,Adair County,CentralPrevailing
699,IA,Adams,Adams County,CentralPrevailing
3115,IA,Allamakee,Allamakee County,CentralPrevailing
3051,IA,Appanoose,Appanoose County,CentralPrevailing
2671,IA,Audubon,Audubon County,CentralPrevailing
1886,IA,Benton,Benton County,CentralPrevailing
1506,IA,Black Hawk,Black Hawk County,CentralPrevailing
2802,IA,Boone,Boone County,CentralPrevailing
1477,IA,Bremer,Bremer County,CentralPrevailing
2268,IA,Buchanan,Buchanan County,CentralPrevailing
371,IA,Buena Vista,Buena Vista County,CentralPrevailing
2578,IA,Butler,Butler County,CentralPrevailing
97,IA,Calhoun,Calhoun County,CentralPrevailing
1205,IA,Carroll,Carroll County,CentralPrevailing
2819,IA,Cass,Cass County,CentralPrevailing
881,IA,Cedar,Cedar County,CentralPrevailing
233,IA,Cerro Gordo,Cerro Gordo County,CentralPrevailing
110,IA,Cherokee,Cherokee County,CentralPrevailing
2800,IA,Chickasaw,Chickasaw County,CentralPrevailing
562,IA,Clarke,Clarke County,CentralPrevailing
2975,IA,Clay,Clay County,CentralPrevailing
1818,IA,Clayton,Clayton County,CentralPrevailing
2028,IA,Clinton,Clinton County,CentralPrevailing
223,IA,Crawford,Crawford County,CentralPrevailing
2619,IA,Dallas,Dallas County,CentralPrevailing
554,IA,Davis,Davis County,CentralPrevailing
725,IA,Decatur,Decatur County,CentralPrevailing
1115,IA,Delaware,Delaware County,CentralPrevailing
1819,IA,Des Moines,Des Moines County,CentralPrevailing
260,IA,Dickinson,Dickinson County,CentralPrevailing
2674,IA,Dubuque,Dubuque County,CentralPrevailing
573,IA,Emmet,Emmet County,CentralPrevailing
1418,IA,Fayette,Fayette County,CentralPrevailing
1193,IA,Floyd,Floyd County,CentralPrevailing
1939,IA,Franklin,Franklin County,CentralPrevailing
421,IA,Fremont,Fremont County,CentralPrevailing
1170,IA,Greene,Greene County,CentralPrevailing
1813,IA,Grundy,Grundy County,CentralPrevailing
2475,IA,Guthrie,Guthrie County,CentralPrevailing
2907,IA,Hamilton,Hamilton County,CentralPrevailing
3018,IA,Hancock,Hancock County,CentralPrevailing
2007,IA,Hardin,Hardin County,CentralPrevailing
2246,IA,Harrison,Harrison County,CentralPrevailing
2179,IA,Henry,Henry County,CentralPrevailing
353,IA,Howard,Howard County,CentralPrevailing
2250,IA,Humboldt,Humboldt County,CentralPrevailing
52,IA,Ida,Ida County,CentralPrevailing
490,IA,Iowa,Iowa County,CentralPrevailing
2888,IA,Jackson,Jackson County,CentralPrevailing
1413,IA,Jasper,Jasper County,CentralPrevailing
2228,IA,Jefferson,Jefferson County,CentralPrevailing
1112,IA,Johnson,Johnson County,CentralPrevailing
22,IA,Jones,Jones County,CentralPrevailing
2903,IA,Keokuk,Keokuk County,CentralPrevailing
887,IA,Kossuth,Kossuth County,CentralPrevailing
2581,IA,Lee,Lee County,CentralPrevailing
2207,IA,Linn,Linn County,CentralPrevailing
2775,IA,Louisa,Louisa County,CentralPrevailing
154,IA,Lucas,Lucas County,CentralPrevailing
1086,IA,Lyon,Lyon County,CentralPrevailing
415,IA,Madison,Madison County,CentralPrevailing
2078,IA,Mahaska,Mahaska County,CentralPrevailing
2633,IA,Marion,Marion County,CentralPrevailing
2446,IA,Marshall,Marshall County,CentralPrevailing
2885,IA,Mills,Mills County,CentralPrevailing
1060,IA,Mitchell,Mitchell County,CentralPrevailing
2255,IA,Monona,Monona County,CentralPrevailing
1860,IA,Monroe,Monroe County,CentralPrevailing
742,IA,Montgomery,Montgomery County,CentralPrevailing
1963,IA,Muscatine,Muscatine County,CentralPrevailing
2630,IA,O'Brien,O'Brien County,CentralPrevailing
645,IA,Osceola,Osceola County,CentralPrevailing
347,IA,Page,Page County,CentralPrevailing
1452,IA,Palo Alto,Palo Alto County,CentralPrevailing
1010,IA,Plymouth,Plymouth County,CentralPrevailing
2610,IA,Pocahontas,Pocahontas County,CentralPrevailing
988,IA,Polk,Polk County,CentralPrevailing
800,IA,Pottawattamie,Pottawattamie County,CentralPrevailing
1058,IA,Poweshiek,Poweshiek County,CentralPrevailing
1533,IA,Ringgold,Ringgold County,CentralPrevailing
2901,IA,Sac,Sac County,CentralPrevailing
459,IA,Scott,Scott County,CentralPrevailing
923,IA,Shelby,Shelby County,CentralPrevailing
622,IA,Sioux,Sioux County,CentralPrevailing
1124,IA,Story,Story County,CentralPrevailing
446,IA,Tama,Tama County,CentralPrevailing
2967,IA,Taylor,Taylor County,CentralPrevailing
1405,IA,Union,Union County,CentralPrevailing
2291,IA,Van Buren,Van Buren County,CentralPrevailing
149,IA,Wapello,Wapello County,CentralPrevailing
1253,IA,Warren,Warren County,CentralPrevailing
2410,IA,Washington,Washington County,CentralPrevailing
2570,IA,Wayne,Wayne County,CentralPrevailing
1220,IA,Webster,Webster County,CentralPrevailing
305,IA,Winnebago,Winnebago County,CentralPrevailing
2614,IA,Winneshiek,Winneshiek County,CentralPrevailing
3105,IA,Woodbury,Woodbury County,CentralPrevailing
2962,IA,Worth,Worth County,CentralPrevailing
259,IA,Wright,Wright County,CentralPrevailing
497,KS,Allen,Allen County,CentralPrevailing
2099,KS,Anderson,Anderson County,CentralPrevailing
1342,KS,Atchison,Atchison County,CentralPrevailing
1316,KS,Barber,Barber County,CentralPrevailing
819,KS,Barton,Barton County,CentralPrevailing
134,KS,Bourbon,Bourbon County,CentralPrevailing
2881,KS,Brown,Brown County,CentralPrevailing
1378,KS,Butler,Butler County,CentralPrevailing
2909,KS,Chase,Chase County,CentralPrevailing
522,KS,Chautauqua,Chautauqua County,CentralPrevailing
1724,KS,Cherokee,Cherokee County,CentralPrevailing
814,KS,Cheyenne,Cheyenne County,CentralPrevailing
1922,KS,Clark,Clark County,CentralPrevailing
2951,KS,Clay,Clay County,CentralPrevailing
1363,KS,Cloud,Cloud County,CentralPrevailing
2704,KS,Coffey,Coffey County,CentralPrevailing
1573,KS,Comanche,Comanche County,CentralPrevailing
1916,KS,Cowley,Cowley County,CentralPrevailing
1386,KS,Crawford,Crawford County,CentralPrevailing
2330,KS,Decatur,Decatur County,CentralPrevailing
1182,KS,Dickinson,Dickinson County,CentralPrevailing
77,KS,Doniphan,Doniphan County,CentralPrevailing
670,KS,Douglas,Douglas County,CentralPrevailing
1598,KS,Edwards,Edwards County,CentralPrevailing
789,KS,Elk,Elk County,CentralPrevailing
2334,KS,Ellis,Ellis County,CentralPrevailing
2065,KS,Ellsworth,Ellsworth County,CentralPrevailing
2470,KS,Finney,Finney County,CentralPrevailing
78,KS,Ford,Ford County,CentralPrevailing
1642,KS,Franklin,Franklin County,CentralPrevailing
823,KS,Geary,Geary County,CentralPrevailing
2324,KS,Gove,Gove County,CentralPrevailing
2860,KS,Graham,Graham County,CentralPrevailing
2973,KS,Grant,Grant County,CentralPrevailing
197,KS,Gray,Gray County,CentralPrevailing
2176,KS,Greeley,Greeley County,MountainPrevailing
2991,KS,Greenwood,Greenwood County,CentralPrevailing
87,KS,Hamilton,Hamilton County,MountainPrevailing
1105,KS,Harper,Harper County,CentralPrevailing
1472,KS,Harvey,Harvey County,CentralPrevailing
1241,KS,Haskell,Haskell County,CentralPrevailing
594,KS,Hodgeman,Hodgeman County,CentralPrevailing
453,KS,Jackson,Jackson County,CentralPrevailing
429,KS,Jefferson,Jefferson County,CentralPrevailing
1744,KS,Jewell,Jewell County,CentralPrevailing
438,KS,Johnson,Johnson County,CentralPrevailing
1864,KS,Kearny,Kearny County,CentralPrevailing
2307,KS,Kingman,Kingman County,CentralPrevailing
1494,KS,Kiowa,Kiowa County,CentralPrevailing
2767,KS,Labette,Labette County,CentralPrevailing
475,KS,Lane,Lane County,CentralPrevailing
2471,KS,Leavenworth,Leavenworth County,CentralPrevailing
1780,KS,Lincoln,Lincoln County,CentralPrevailing
1484,KS,Linn,Linn County,CentralPrevailing
2705,KS,Logan,Logan County,CentralPrevailing
816,KS,Lyon,Lyon County,CentralPrevailing
400,KS,McPherson,McPherson County,CentralPrevailing
1410,KS,Marion,Marion County,CentralPrevailing
1875,KS,Marshall,Marshall County,CentralPrevailing
2487,KS,Meade,Meade County,CentralPrevailing
2196,KS,Miami,Miami County,CentralPrevailing
722,KS,Mitchell,Mitchell County,CentralPrevailing
864,KS,Montgomery,Montgomery County,CentralPrevailing
1035,KS,Morris,Morris County,CentralPrevailing
1504,KS,Morton,Morton County,CentralPrevailing
2423,KS,Nemaha,Nemaha County,CentralPrevailing
526,KS,Neosho,Neosho County,CentralPrevailing
60,KS,Ness,Ness County,CentralPrevailing
2145,KS,Norton,Norton County,CentralPrevailing
182,KS,Osage,Osage County,CentralPrevailing
859,KS,Osborne,Osborne County,CentralPrevailing
2044,KS,Ottawa,Ottawa County,CentralPrevailing
1655,KS,Pawnee,Pawnee County,CentralPrevailing
2833,KS,Phillips,Phillips County,CentralPrevailing
2365,KS,Pottawatomie,Pottawatomie County,CentralPrevailing
792,KS,Pratt,Pratt County,CentralPrevailing
2386,KS,Rawlins,Rawlins County,CentralPrevailing
2598,KS,Reno,Reno County,CentralPrevailing
2415,KS,Republic,Republic County,CentralPrevailing
2939,KS,Rice,Rice County,CentralPrevailing
1481,KS,Riley,Riley County,CentralPrevailing
2237,KS,Rooks,Rooks County,CentralPrevailing
2759,KS,Rush,Rush County,CentralPrevailing
1991,KS,Russell,Russell County,CentralPrevailing
2555,KS,Saline,Saline County,CentralPrevailing
2247,KS,Scott,Scott County,CentralPrevailing
1199,KS,Sedgwick,Sedgwick County,CentralPrevailing
2772,KS,Seward,Seward County,CentralPrevailing
506,KS,Shawnee,Shawnee County,CentralPrevailing
1869,KS,Sheridan,Sheridan County,CentralPrevailing
3011,KS,Sherman,Sherman County,MountainPrevailing
1069,KS,Smith,Smith County,CentralPrevailing
1119,KS,Stafford,Stafford County,CentralPrevailing
3047,KS,Stanton,Stanton County,CentralPrevailing
1703,KS,Stevens,Stevens County,CentralPrevailing
797,KS,Sumner,Sumner County,CentralPrevailing
1349,KS,Thomas,Thomas County,CentralPrevailing
1194,KS,Trego,Trego County,CentralPrevailing
1643,KS,Wabaunsee,Wabaunsee County,CentralPrevailing
124,KS,Wallace,Wallace County,MountainPrevailing
1653,KS,Washington,Washington County,CentralPrevailing
372,KS,Wichita,Wichita County,CentralPrevailing
1753,KS,Wilson,Wilson County,CentralPrevailing
1881,KS,Woodson,Woodson County,CentralPrevailing
2543,KS,Wyandotte,Wyandotte County,CentralPrevailing
1943,KY,Adair,Adair County,CentralPrevailing
385,KY,Allen,Allen County,CentralPrevailing
2724,KY,Anderson,Anderson County,EasternPrevailing
2746,KY,Ballard,Ballard County,CentralPrevailing
2964,KY,Barren,Barren County,CentralPrevailing
2350,KY,Bath,Bath County,EasternPrevailing
1126,KY,Bell,Bell County,EasternPrevailing
2418,KY,Boone,Boone County,EasternPrevailing
1143,KY,Bourbon,Bourbon County,EasternPrevailing
1966,KY,Boyd,Boyd County,EasternPrevailing
728,KY,Boyle,Boyle County,EasternPrevailing
3028,KY,Bracken,Bracken County,EasternPrevailing
561,KY,Breathitt,Breathitt County,EasternPrevailing
828,KY,Breckinridge,Breckinridge County,CentralPrevailing
2438,KY,Bullitt,Bullitt County,EasternPrevailing
1358,KY,Butler,Butler County,CentralPrevailing
643,KY,Caldwell,Caldwell County,CentralPrevailing
567,KY,Calloway,Calloway County,CentralPrevailing
2405,KY,Campbell,Campbell County,EasternPrevailing
103,KY,Carlisle,Carlisle County,CentralPrevailing
2641,KY,Carroll,Carroll County,EasternPrevailing
2209,KY,Carter,Carter County,EasternPrevailing
1595,KY,Casey,Casey County,EasternPrevailing
665,KY,Christian,Christian County,CentralPrevailing
3006,KY,Clark,Clark County,EasternPrevailing
153,KY,Clay,Clay County,EasternPrevailing
373,KY,Clinton,Clinton County,CentralPrevailing
1541,KY,Crittenden,Crittenden County,CentralPrevailing
2208,KY,Cumberland,Cumberland County,CentralPrevailing
620,KY,Daviess,Daviess County,CentralPrevailing
2959,KY,Edmonson,Edmonson County,CentralPrevailing
118,KY,Elliott,Elliott County,EasternPrevailing
1000,KY,Estill,Estill County,EasternPrevailing
861,KY,Fayette,Fayette County,EasternPrevailing
2304,KY,Fleming,Fleming County,EasternPrevailing
64,KY,Floyd,Floyd County,EasternPrevailing
843,KY,Franklin,Franklin County,EasternPrevailing
2202,KY,Fulton,Fulton County,CentralPrevailing
2932,KY,Gallatin,Gallatin County,EasternPrevailing
2530,KY,Garrard,Garrard County,EasternPrevailing
2628,KY,Grant,Grant County,EasternPrevailing
1621,KY,Graves,Graves County,CentralPrevailing
1754,KY,Grayson,Grayson County,CentralPrevailing
1846,KY,Green,Green County,CentralPrevailing
703,KY,Greenup,Greenup County,EasternPrevailing
1774,KY,Hancock,Hancock County,CentralPrevailing
418,KY,Hardin,Hardin County,EasternPrevailing
195,KY,Harlan,Harlan County,EasternPrevailing
2571,KY,Harrison,Harrison County,EasternPrevailing
1044,KY,Hart,Hart County,CentralPrevailing
1790,KY,Henderson,Henderson County,CentralPrevailing
1538,KY,Henry,Henry County,EasternPrevailing
483,KY,Hickman,Hickman County,CentralPrevailing
2522,KY,Hopkins,Hopkins County,CentralPrevailing
1355,KY,Jackson,Jackson County,EasternPrevailing
3021,KY,Jefferson,Jefferson County,EasternPrevailing
1815,KY,Jessamine,Jessamine County,EasternPrevailing
2447,KY,Johnson,Johnson County,EasternPrevailing
553,KY,Kenton,Kenton County,EasternPrevailing
1560,KY,Knott,Knott County,EasternPrevailing
90,KY,Knox,Knox County,EasternPrevailing
1726,KY,Larue,Larue County,EasternPrevailing
2971,KY,Laurel,Laurel County,EasternPrevailing
2776,KY,Lawrence,Lawrence County,EasternPrevailing
2559,KY,Lee,Lee County,EasternPrevailing
1374,KY,Leslie,Leslie County,EasternPrevailing
1961,KY,Letcher,Letcher County,EasternPrevailing
2184,KY,Lewis,Lewis County,EasternPrevailing
338,KY,Lincoln,Lincoln County,EasternPrevailing
2263,KY,Livingston,Livingston County,CentralPrevailing
2974,KY,Logan,Logan County,CentralPrevailing
243,KY,Lyon,Lyon County,CentralPrevailing
748,KY,McCracken,McCracken County,CentralPrevailing
983,KY,McCreary,McCreary County,EasternPrevailing
1429,KY,McLean,McLean County,CentralPrevailing
3000,KY,Madison,Madison County,EasternPrevailing
1465,KY,Magoffin,Magoffin County,EasternPrevailing
1222,KY,Marion,Marion County,EasternPrevailing
1381,KY,Marshall,Marshall County,CentralPrevailing
1100,KY,Martin,Martin County,EasternPrevailing
2524,KY,Mason,Mason County,EasternPrevailing
47,KY,Meade,Meade County,EasternPrevailing
1296,KY,Menifee,Menifee County,EasternPrevailing
262,KY,Mercer,Mercer County,EasternPrevailing
1507,KY,Metcalfe,Metcalfe County,CentralPrevailing
33,KY,Monroe,Monroe County,CentralPrevailing
2673,KY,Montgomery,Montgomery County,EasternPrevailing
1037,KY,Morgan,Morgan County,EasternPrevailing
1927,KY,Muhlenberg,Muhlenberg County,CentralPrevailing
557,KY,Nelson,Nelson County,EasternPrevailing
784,KY,Nicholas,Nicholas County,EasternPrevailing
2796,KY,Ohio,Ohio County,CentralPrevailing
2889,KY,Oldham,Oldham County,EasternPrevailing
798,KY,Owen,Owen County,EasternPrevailing
758,KY,Owsley,Owsley County,EasternPrevailing
2994,KY,Pendleton,Pendleton County,EasternPrevailing
2717,KY,Perry,Perry County,EasternPrevailing
2676,KY,Pike,Pike County,EasternPrevailing
619,KY,Powell,Powell County,EasternPrevailing
2321,KY,Pulaski,Pulaski County,EasternPrevailing
749,KY,Robertson,Robertson County,EasternPrevailing
2066,KY,Rockcastle,Rockcastle County,EasternPrevailing
454,KY,Rowan,Rowan County,EasternPrevailing
549,KY,Russell,Russell County,CentralPrevailing
1510,KY,Scott,Scott County,EasternPrevailing
638,KY,Shelby,Shelby County,EasternPrevailing
945,KY,Simpson,Simpson County,CentralPrevailing
1293,KY,Spencer,Spencer County,EasternPrevailing
66,KY,Taylor,Taylor County,EasternPrevailing
2407,KY,Todd,Todd County,CentralPrevailing
1272,KY,Trigg,Trigg County,CentralPrevailing
2997,KY,Trimble,Trimble County,EasternPrevailing
583,KY,Union,Union County,CentralPrevailing
3112,KY,Warren,Warren County,CentralPrevailing
2680,KY,Washington,Washington County,EasternPrevailing
2142,KY,Wayne,Wayne County,EasternPrevailing
1787,KY,Webster,Webster County,CentralPrevailing
2568,KY,Whitley,Whitley County,EasternPrevailing
2013,KY,Wolfe,Wolfe County,EasternPrevailing
1243,KY,Woodford,Woodford County,EasternPrevailing
2683,LA,Acadia,Acadia Parish,CentralPrevailing
1096,LA,Allen,Allen Parish,CentralPrevailing
1959,LA,Ascension,Ascension Parish,CentralPrevailing
1926,LA,Assumption,Assumption Parish,CentralPrevailing
2219,LA,Avoyelles,Avoyelles Parish,CentralPrevailing
3080,LA,Beauregard,Beauregard Parish,CentralPrevailing
315,LA,Bienville,Bienville Parish,CentralPrevailing
