id,state,name,time_zone
2479,IN,Lawrence,EasternPrevailing
2839,IN,Madison,EasternPrevailing
448,IN,Marion,EasternPrevailing
2345,IN,Marshall,EasternPrevailing
1474,IN,Martin,EasternPrevailing
1843,IN,Miami,EasternPrevailing
2515,IN,Monroe,EasternPrevailing
466,IN,Montgomery,EasternPrevailing
1617,IN,Morgan,EasternPrevailing
363,IN,Newton,CentralPrevailing
1544,IN,Noble,EasternPrevailing
552,IN,Ohio,EasternPrevailing
2448,IN,Orange,EasternPrevailing
1810,IN,Owen,EasternPrevailing
2917,IN,Parke,EasternPrevailing
1239,IN,Perry,CentralPrevailing
313,IN,Pike,EasternPrevailing
156,IN,Porter,CentralPrevailing
436,IN,Posey,CentralPrevailing
1895,IN,Pulaski,EasternPrevailing
1430,IN,Putnam,EasternPrevailing
1089,IN,Randolph,EasternPrevailing
2960,IN,Ripley,EasternPrevailing
1019,IN,Rush,EasternPrevailing
316,IN,St. Joseph,EasternPrevailing
3054,IN,Scott,EasternPrevailing
2659,IN,Shelby,EasternPrevailing
2310,IN,Spencer,CentralPrevailing
1960,IN,Starke,CentralPrevailing
382,IN,Steuben,EasternPrevailing
1931,IN,Sullivan,EasternPrevailing
1732,IN,Switzerland,EasternPrevailing
1897,IN,Tippecanoe,EasternPrevailing
2192,IN,Tipton,EasternPrevailing
469,IN,Union,EasternPrevailing
2877,IN,Vanderburgh,CentralPrevailing
1583,IN,Vermillion,EasternPrevailing
3138,IN,Vigo,EasternPrevailing
1776,IN,Wabash,EasternPrevailing
2892,IN,Warren,EasternPrevailing
737,IN,Warrick,CentralPrevailing
2340,IN,Washington,EasternPrevailing
1457,IN,Wayne,EasternPrevailing
2451,IN,Wells,EasternPrevailing
2092,IN,White,EasternPrevailing
121,IN,Whitley,EasternPrevailing
2306,IA,Adair,CentralPrevailing
699,IA,Adams,CentralPrevailing
3115,IA,Allamakee,CentralPrevailing
3051,IA,Appanoose,CentralPrevailing
2671,IA,Audubon,CentralPrevailing
1886,IA,Benton,CentralPrevailing
1506,IA,Black Hawk,CentralPrevailing
2802,IA,Boone,CentralPrevailing
1477,IA,Bremer,CentralPrevailing
2268,IA,Buchanan,CentralPrevailing
371,IA,Buena Vista,CentralPrevailing
2578,IA,Butler,CentralPrevailing
97,IA,Calhoun,CentralPrevailing
1205,IA,Carroll,CentralPrevailing
2819,IA,Cass,CentralPrevailing
881,IA,Cedar,CentralPrevailing
233,IA,Cerro Gordo,CentralPrevailing
110,IA,Cherokee,CentralPrevailing
2800,IA,Chickasaw,CentralPrevailing
562,IA,Clarke,CentralPrevailing
2975,IA,Clay,CentralPrevailing
1818,IA,Clayton,CentralPrevailing
2028,IA,Clinton,CentralPrevailing
223,IA,Crawford,CentralPrevailing
2619,IA,Dallas,CentralPrevailing
554,IA,Davis,CentralPrevailing
725,IA,Decatur,CentralPrevailing
1115,IA,Delaware,CentralPrevailing
1819,IA,Des Moines,CentralPrevailing
260,IA,Dickinson,CentralPrevailing
2674,IA,Dubuque,CentralPrevailing
573,IA,Emmet,CentralPrevailing
1418,IA,Fayette,CentralPrevailing
1193,IA,Floyd,CentralPrevailing
1939,IA,Franklin,CentralPrevailing
421,IA,Fremont,CentralPrevailing
1170,IA,Greene,CentralPrevailing
1813,IA,Grundy,CentralPrevailing
2475,IA,Guthrie,CentralPrevailing
2907,IA,Hamilton,CentralPrevailing
3018,IA,Hancock,CentralPrevailing
2007,IA,Hardin,CentralPrevailing
2246,IA,Harrison,CentralPrevailing
2179,IA,Henry,CentralPrevailing
353,IA,Howard,CentralPrevailing
2250,IA,Humboldt,CentralPrevailing
52,IA,Ida,CentralPrevailing
490,IA,Iowa,CentralPrevailing
2888,IA,Jackson,CentralPrevailing
1413,IA,Jasper,CentralPrevailing
2228,IA,Jefferson,CentralPrevailing
1112,IA,Johnson,CentralPrevailing
22,IA,Jones,CentralPrevailing
2903,IA,Keokuk,CentralPrevailing
887,IA,Kossuth,CentralPrevailing
2581,IA,Lee,CentralPrevailing
2207,IA,Linn,CentralPrevailing
2775,IA,Louisa,CentralPrevailing
154,IA,Lucas,CentralPrevailing
1086,IA,Lyon,CentralPrevailing
415,IA,Madison,CentralPrevailing
2078,IA,Mahaska,CentralPrevailing
2633,IA,Marion,CentralPrevailing
2446,IA,Marshall,CentralPrevailing
2885,IA,Mills,CentralPrevailing
1060,IA,Mitchell,CentralPrevailing
2255,IA,Monona,CentralPrevailing
1860,IA,Monroe,CentralPrevailing
742,IA,Montgomery,CentralPrevailing
1963,IA,Muscatine,CentralPrevailing
2630,IA,O'Brien,CentralPrevailing
645,IA,Osceola,CentralPrevailing
347,IA,Page,CentralPrevailing
1452,IA,Palo Alto,CentralPrevailing
1010,IA,Plymouth,CentralPrevailing
2610,IA,Pocahontas,CentralPrevailing
988,IA,Polk,CentralPrevailing
800,IA,Pottawattamie,CentralPrevailing
1058,IA,Poweshiek,CentralPrevailing
1533,IA,Ringgold,CentralPrevailing
2901,IA,Sac,CentralPrevailing
459,IA,Scott,CentralPrevailing
923,IA,Shelby,CentralPrevailing
622,IA,Sioux,CentralPrevailing
1124,IA,Story,CentralPrevailing
446,IA,Tama,CentralPrevailing
2967,IA,Taylor,CentralPrevailing
1405,IA,Union,CentralPrevailing
2291,IA,Van Buren,CentralPrevailing
149,IA,Wapello,CentralPrevailing
1253,IA,Warren,CentralPrevailing
2410,IA,Washington,CentralPrevailing
2570,IA,Wayne,CentralPrevailing
1220,IA,Webster,CentralPrevailing
305,IA,Winnebago,CentralPrevailing
2614,IA,Winneshiek,CentralPrevailing
3105,IA,Woodbury,CentralPrevailing
2962,IA,Worth,CentralPrevailing
259,IA,Wright,CentralPrevailing
497,KS,Allen,CentralPrevailing
2099,KS,Anderson,CentralPrevailing
1342,KS,Atchison,CentralPrevailing
1316,KS,Barber,CentralPrevailing
819,KS,Barton,CentralPrevailing
134,KS,Bourbon,CentralPrevailing
2881,KS,Brown,CentralPrevailing
1378,KS,Butler,CentralPrevailing
2909,KS,Chase,CentralPrevailing
522,KS,Chautauqua,CentralPrevailing
1724,KS,Cherokee,CentralPrevailing
814,KS,Cheyenne,CentralPrevailing
1922,KS,Clark,CentralPrevailing
2951,KS,Clay,CentralPrevailing
1363,KS,Cloud,CentralPrevailing
2704,KS,Coffey,CentralPrevailing
1573,KS,Comanche,CentralPrevailing
1916,KS,Cowley,CentralPrevailing
1386,KS,Crawford,CentralPrevailing
2330,KS,Decatur,CentralPrevailing
1182,KS,Dickinson,CentralPrevailing
77,KS,Doniphan,CentralPrevailing
670,KS,Douglas,CentralPrevailing
1598,KS,Edwards,CentralPrevailing
789,KS,Elk,CentralPrevailing
2334,KS,Ellis,CentralPrevailing
2065,KS,Ellsworth,CentralPrevailing
2470,KS,Finney,CentralPrevailing
78,KS,Ford,CentralPrevailing
1642,KS,Franklin,CentralPrevailing
823,KS,Geary,CentralPrevailing
2324,KS,Gove,CentralPrevailing
2860,KS,Graham,CentralPrevailing
2973,KS,Grant,CentralPrevailing
197,KS,Gray,CentralPrevailing
2176,KS,Greeley,MountainPrevailing
2991,KS,Greenwood,CentralPrevailing
87,KS,Hamilton,MountainPrevailing
1105,KS,Harper,CentralPrevailing
1472,KS,Harvey,CentralPrevailing
1241,KS,Haskell,CentralPrevailing
594,KS,Hodgeman,CentralPrevailing
453,KS,Jackson,CentralPrevailing
429,KS,Jefferson,CentralPrevailing
1744,KS,Jewell,CentralPrevailing
438,KS,Johnson,CentralPrevailing
1864,KS,Kearny,CentralPrevailing
2307,KS,Kingman,CentralPrevailing
1494,KS,Kiowa,CentralPrevailing
2767,KS,Labette,CentralPrevailing
475,KS,Lane,CentralPrevailing
2471,KS,Leavenworth,CentralPrevailing
1780,KS,Lincoln,CentralPrevailing
1484,KS,Linn,CentralPrevailing
2705,KS,Logan,CentralPrevailing
816,KS,Lyon,CentralPrevailing
400,KS,McPherson,CentralPrevailing
1410,KS,Marion,CentralPrevailing
1875,KS,Marshall,CentralPrevailing
2487,KS,Meade,CentralPrevailing
2196,KS,Miami,CentralPrevailing
722,KS,Mitchell,CentralPrevailing
864,KS,Montgomery,CentralPrevailing
1035,KS,Morris,CentralPrevailing
1504,KS,Morton,CentralPrevailing
2423,KS,Nemaha,CentralPrevailing
526,KS,Neosho,CentralPrevailing
60,KS,Ness,CentralPrevailing
2145,KS,Norton,CentralPrevailing
182,KS,Osage,CentralPrevailing
859,KS,Osborne,CentralPrevailing
2044,KS,Ottawa,CentralPrevailing
1655,KS,Pawnee,CentralPrevailing
2833,KS,Phillips,CentralPrevailing
2365,KS,Pottawatomie,CentralPrevailing
792,KS,Pratt,CentralPrevailing
2386,KS,Rawlins,CentralPrevailing
2598,KS,Reno,CentralPrevailing
2415,KS,Republic,CentralPrevailing
2939,KS,Rice,CentralPrevailing
1481,KS,Riley,CentralPrevailing
2237,KS,Rooks,CentralPrevailing
2759,KS,Rush,CentralPrevailing
1991,KS,Russell,CentralPrevailing
2555,KS,Saline,CentralPrevailing
2247,KS,Scott,CentralPrevailing
1199,KS,Sedgwick,CentralPrevailing
2772,KS,Seward,CentralPrevailing
506,KS,Shawnee,CentralPrevailing
1869,KS,Sheridan,CentralPrevailing
3011,KS,Sherman,MountainPrevailing
1069,KS,Smith,CentralPrevailing
1119,KS,Stafford,CentralPrevailing
3047,KS,Stanton,CentralPrevailing
1703,KS,Stevens,CentralPrevailing
797,KS,Sumner,CentralPrevailing
1349,KS,Thomas,CentralPrevailing
1194,KS,Trego,CentralPrevailing
1643,KS,Wabaunsee,CentralPrevailing
124,KS,Wallace,MountainPrevailing
1653,KS,Washington,CentralPrevailing
372,KS,Wichita,CentralPrevailing
1753,KS,Wilson,CentralPrevailing
1881,KS,Woodson,CentralPrevailing
2543,KS,Wyandotte,CentralPrevailing
1943,KY,Adair,CentralPrevailing
385,KY,Allen,CentralPrevailing
2724,KY,Anderson,EasternPrevailing
2746,KY,Ballard,CentralPrevailing
2964,KY,Barren,CentralPrevailing
2350,KY,Bath,EasternPrevailing
1126,KY,Bell,EasternPrevailing
2418,KY,Boone,EasternPrevailing
1143,KY,Bourbon,EasternPrevailing
1966,KY,Boyd,EasternPrevailing
728,KY,Boyle,EasternPrevailing
3028,KY,Bracken,EasternPrevailing
561,KY,Breathitt,EasternPrevailing
828,KY,Breckinridge,CentralPrevailing
2438,KY,Bullitt,EasternPrevailing
1358,KY,Butler,CentralPrevailing
643,KY,Caldwell,CentralPrevailing
567,KY,Calloway,CentralPrevailing
2405,KY,Campbell,EasternPrevailing
103,KY,Carlisle,CentralPrevailing
2641,KY,Carroll,EasternPrevailing
2209,KY,Carter,EasternPrevailing
1595,KY,Casey,EasternPrevailing
665,KY,Christian,CentralPrevailing
3006,KY,Clark,EasternPrevailing
153,KY,Clay,EasternPrevailing
373,KY,Clinton,CentralPrevailing
1541,KY,Crittenden,CentralPrevailing
2208,KY,Cumberland,CentralPrevailing
620,KY,Daviess,CentralPrevailing
2959,KY,Edmonson,CentralPrevailing
118,KY,Elliott,EasternPrevailing
1000,KY,Estill,EasternPrevailing
861,KY,Fayette,EasternPrevailing
2304,KY,Fleming,EasternPrevailing
64,KY,Floyd,EasternPrevailing
843,KY,Franklin,EasternPrevailing
2202,KY,Fulton,CentralPrevailing
2932,KY,Gallatin,EasternPrevailing
2530,KY,Garrard,EasternPrevailing
2628,KY,Grant,EasternPrevailing
1621,KY,Graves,CentralPrevailing
1754,KY,Grayson,CentralPrevailing
1846,KY,Green,CentralPrevailing
703,KY,Greenup,EasternPrevailing
1774,KY,Hancock,CentralPrevailing
418,KY,Hardin,EasternPrevailing
195,KY,Harlan,EasternPrevailing
2571,KY,Harrison,EasternPrevailing
1044,KY,Hart,CentralPrevailing
1790,KY,Henderson,CentralPrevailing
1538,KY,Henry,EasternPrevailing
483,KY,Hickman,CentralPrevailing
2522,KY,Hopkins,CentralPrevailing
1355,KY,Jackson,EasternPrevailing
3021,KY,Jefferson,EasternPrevailing
1815,KY,Jessamine,EasternPrevailing
2447,KY,Johnson,EasternPrevailing
553,KY,Kenton,EasternPrevailing
1560,KY,Knott,EasternPrevailing
90,KY,Knox,EasternPrevailing
1726,KY,Larue,EasternPrevailing
2971,KY,Laurel,EasternPrevailing
2776,KY,Lawrence,EasternPrevailing
2559,KY,Lee,EasternPrevailing
1374,KY,Leslie,EasternPrevailing
1961,KY,Letcher,EasternPrevailing
2184,KY,Lewis,EasternPrevailing
338,KY,Lincoln,EasternPrevailing
2263,KY,Livingston,CentralPrevailing
2974,KY,Logan,CentralPrevailing
243,KY,Lyon,CentralPrevailing
748,KY,McCracken,CentralPrevailing
983,KY,McCreary,EasternPrevailing
1429,KY,McLean,CentralPrevailing
3000,KY,Madison,EasternPrevailing
1465,KY,Magoffin,EasternPrevailing
1222,KY,Marion,EasternPrevailing
1381,KY,Marshall,CentralPrevailing
1100,KY,Martin,EasternPrevailing
2524,KY,Mason,EasternPrevailing
47,KY,Meade,EasternPrevailing
1296,KY,Menifee,EasternPrevailing
262,KY,Mercer,EasternPrevailing
1507,KY,Metcalfe,CentralPrevailing
33,KY,Monroe,CentralPrevailing
2673,KY,Montgomery,EasternPrevailing
1037,KY,Morgan,EasternPrevailing
1927,KY,Muhlenberg,CentralPrevailing
557,KY,Nelson,EasternPrevailing
784,KY,Nicholas,EasternPrevailing
2796,KY,Ohio,CentralPrevailing
2889,KY,Oldham,EasternPrevailing
798,KY,Owen,EasternPrevailing
758,KY,Owsley,EasternPrevailing
2994,KY,Pendleton,EasternPrevailing
2717,KY,Perry,EasternPrevailing
2676,KY,Pike,EasternPrevailing
619,KY,Powell,EasternPrevailing
2321,KY,Pulaski,EasternPrevailing
749,KY,Robertson,EasternPrevailing
2066,KY,Rockcastle,EasternPrevailing
454,KY,Rowan,EasternPrevailing
549,KY,Russell,CentralPrevailing
1510,KY,Scott,EasternPrevailing
638,KY,Shelby,EasternPrevailing
945,KY,Simpson,CentralPrevailing
1293,KY,Spencer,EasternPrevailing
66,KY,Taylor,EasternPrevailing
2407,KY,Todd,CentralPrevailing
1272,KY,Trigg,CentralPrevailing
2997,KY,Trimble,EasternPrevailing
583,KY,Union,CentralPrevailing
3112,KY,Warren,CentralPrevailing
2680,KY,Washington,EasternPrevailing
2142,KY,Wayne,EasternPrevailing
1787,KY,Webster,CentralPrevailing
2568,KY,Whitley,EasternPrevailing
2013,KY,Wolfe,EasternPrevailing
1243,KY,Woodford,EasternPrevailing
2683,LA,Acadia,CentralPrevailing
1096,LA,Allen,CentralPrevailing
1959,LA,Ascension,CentralPrevailing
1926,LA,Assumption,CentralPrevailing
2219,LA,Avoyelles,CentralPrevailing
3080,LA,Beauregard,CentralPrevailing
315,LA,Bienville,CentralPrevailing
1577,LA,Bossier,CentralPrevailing
349,LA,Caddo,CentralPrevailing
2716,LA,Calcasieu,CentralPrevailing
1546,LA,Caldwell,CentralPrevailing
2214,LA,Cameron,CentralPrevailing
1312,LA,Catahoula,CentralPrevailing
18,LA,Claiborne,CentralPrevailing
1564,LA,Concordia,CentralPrevailing
513,LA,De Soto,CentralPrevailing
1375,LA,East Baton Rouge,CentralPrevailing
1304,LA,East Carroll,CentralPrevailing
1588,LA,East Feliciana,CentralPrevailing
939,LA,Evangeline,CentralPrevailing
1762,LA,Franklin,CentralPrevailing
3029,LA,Grant,CentralPrevailing
2459,LA,Iberia,CentralPrevailing
1399,LA,Iberville,CentralPrevailing
2189,LA,Jackson,CentralPrevailing
943,LA,Jefferson,CentralPrevailing
1071,LA,Jefferson Davis,CentralPrevailing
679,LA,Lafayette,CentralPrevailing
3031,LA,Lafourche,CentralPrevailing
1458,LA,La Salle,CentralPrevailing
2221,LA,Lincoln,CentralPrevailing
921,LA,Livingston,CentralPrevailing
295,LA,Madison,CentralPrevailing
28,LA,Morehouse,CentralPrevailing
3124,LA,Natchitoches,CentralPrevailing
781,LA,Orleans,CentralPrevailing
41,LA,Ouachita,CentralPrevailing
3039,LA,Plaquemines,CentralPrevailing
2115,LA,Pointe Coupee,CentralPrevailing
1650,LA,Rapides,CentralPrevailing
1834,LA,Red River,CentralPrevailing
2373,LA,Richland,CentralPrevailing
2645,LA,Sabine,CentralPrevailing
2624,LA,St. Bernard,CentralPrevailing
1562,LA,St. Charles,CentralPrevailing
2632,LA,St. Helena,CentralPrevailing
1254,LA,St. James,CentralPrevailing
907,LA,St. John the Baptist,CentralPrevailing
1680,LA,St. Landry,CentralPrevailing
211,LA,St. Martin,CentralPrevailing
2662,LA,St. Mary,CentralPrevailing
681,LA,St. Tammany,CentralPrevailing
1201,LA,Tangipahoa,CentralPrevailing
1657,LA,Tensas,CentralPrevailing
514,LA,Terrebonne,CentralPrevailing
2216,LA,Union,CentralPrevailing
2592,LA,Vermilion,CentralPrevailing
1604,LA,Vernon,CentralPrevailing
1265,LA,Washington,CentralPrevailing
705,LA,Webster,CentralPrevailing
802,LA,West Baton Rouge,CentralPrevailing
2496,LA,West Carroll,CentralPrevailing
2253,LA,West Feliciana,CentralPrevailing
2030,LA,Winn,CentralPrevailing
2493,ME,Androscoggin,EasternPrevailing
865,ME,Aroostook,EasternPrevailing
1707,ME,Cumberland,EasternPrevailing
1674,ME,Franklin,EasternPrevailing
2041,ME,Hancock,EasternPrevailing
2876,ME,Kennebec,EasternPrevailing
145,ME,Knox,EasternPrevailing
1791,ME,Lincoln,EasternPrevailing
128,ME,Oxford,EasternPrevailing
2480,ME,Penobscot,EasternPrevailing
1318,ME,Piscataquis,EasternPrevailing
1994,ME,Sagadahoc,EasternPrevailing
1492,ME,Somerset,EasternPrevailing
244,ME,Waldo,EasternPrevailing
1781,ME,Washington,EasternPrevailing
678,ME,York,EasternPrevailing
2623,MD,Allegany,EasternPrevailing
994,MD,Anne Arundel,EasternPrevailing
1832,MD,Baltimore,EasternPrevailing
2354,MD,Calvert,EasternPrevailing
2953,MD,Caroline,EasternPrevailing
239,MD,Carroll,EasternPrevailing
1689,MD,Cecil,EasternPrevailing
214,MD,Charles,EasternPrevailing
2588,MD,Dorchester,EasternPrevailing
1432,MD,Frederick,EasternPrevailing
2256,MD,Garrett,EasternPrevailing
1165,MD,Harford,EasternPrevailing
137,MD,Howard,EasternPrevailing
1701,MD,Kent,EasternPrevailing
410,MD,Montgomery,EasternPrevailing
1502,MD,Prince George's,EasternPrevailing
1177,MD,Queen Anne's,EasternPrevailing
1686,MD,St. Mary's,EasternPrevailing
844,MD,Somerset,EasternPrevailing
1902,MD,Talbot,EasternPrevailing
3104,MD,Washington,EasternPrevailing
2519,MD,Wicomico,EasternPrevailing
1490,MD,Worcester,EasternPrevailing
2203,MD,Baltimore,EasternPrevailing
916,MA,Barnstable,EasternPrevailing
2549,MA,Berkshire,EasternPrevailing
144,MA,Bristol,EasternPrevailing
202,MA,Dukes,EasternPrevailing
394,MA,Essex,EasternPrevailing
1338,MA,Franklin,EasternPrevailing
1721,MA,Hampden,EasternPrevailing
269,MA,Hampshire,EasternPrevailing
1733,MA,Middlesex,EasternPrevailing
963,MA,Nantucket,EasternPrevailing
2896,MA,Norfolk,EasternPrevailing
479,MA,Plymouth,EasternPrevailing
3128,MA,Suffolk,EasternPrevailing
1826,MA,Worcester,EasternPrevailing
3082,MI,Alcona,EasternPrevailing
1473,MI,Alger,EasternPrevailing
2313,MI,Allegan,EasternPrevailing
2282,MI,Alpena,EasternPrevailing
1839,MI,Antrim,EasternPrevailing
2684,MI,Arenac,EasternPrevailing
718,MI,Baraga,EasternPrevailing
2008,MI,Barry,EasternPrevailing
693,MI,Bay,EasternPrevailing
3063,MI,Benzie,EasternPrevailing
1121,MI,Berrien,EasternPrevailing
1775,MI,Branch,EasternPrevailing
888,MI,Calhoun,EasternPrevailing
426,MI,Cass,EasternPrevailing
1996,MI,Charlevoix,EasternPrevailing
106,MI,Cheboygan,EasternPrevailing
1012,MI,Chippewa,EasternPrevailing
877,MI,Clare,EasternPrevailing
2009,MI,Clinton,EasternPrevailing
1353,MI,Crawford,EasternPrevailing
2211,MI,Delta,EasternPrevailing
2642,MI,Dickinson,CentralPrevailing
2835,MI,Eaton,EasternPrevailing
973,MI,Emmet,EasternPrevailing
1786,MI,Genesee,EasternPrevailing
1320,MI,Gladwin,EasternPrevailing
1497,MI,Gogebic,CentralPrevailing
324,MI,Grand Traverse,EasternPrevailing
2638,MI,Gratiot,EasternPrevailing
1039,MI,Hillsdale,EasternPrevailing
1835,MI,Houghton,EasternPrevailing
1345,MI,Huron,EasternPrevailing
650,MI,Ingham,EasternPrevailing
391,MI,Ionia,EasternPrevailing
2737,MI,Iosco,EasternPrevailing
1207,MI,Iron,CentralPrevailing
413,MI,Isabella,EasternPrevailing
2644,MI,Jackson,EasternPrevailing
1665,MI,Kalamazoo,EasternPrevailing
2096,MI,Kalkaska,EasternPrevailing
2220,MI,Kent,EasternPrevailing
2805,MI,Keweenaw,EasternPrevailing
3036,MI,Lake,EasternPrevailing
2954,MI,Lapeer,EasternPrevailing
1135,MI,Leelanau,EasternPrevailing
3025,MI,Lenawee,EasternPrevailing
834,MI,Livingston,EasternPrevailing
1282,MI,Luce,EasternPrevailing
2072,MI,Mackinac,EasternPrevailing
612,MI,Macomb,EasternPrevailing
3009,MI,Manistee,EasternPrevailing
326,MI,Marquette,EasternPrevailing
776,MI,Mason,EasternPrevailing
2103,MI,Mecosta,EasternPrevailing
100,MI,Menominee,CentralPrevailing
1767,MI,Midland,EasternPrevailing
2977,MI,Missaukee,EasternPrevailing
1990,MI,Monroe,EasternPrevailing
891,MI,Montcalm,EasternPrevailing
306,MI,Montmorency,EasternPrevailing
1166,MI,Muskegon,EasternPrevailing
2879,MI,Newaygo,EasternPrevailing
1824,MI,Oakland,EasternPrevailing
1646,MI,Oceana,EasternPrevailing
2076,MI,Ogemaw,EasternPrevailing
283,MI,Ontonagon,EasternPrevailing
3068,MI,Osceola,EasternPrevailing
2661,MI,Oscoda,EasternPrevailing
1535,MI,Otsego,EasternPrevailing
2757,MI,Ottawa,EasternPrevailing
1828,MI,Presque Isle,EasternPrevailing
1423,MI,Roscommon,EasternPrevailing
1091,MI,Saginaw,EasternPrevailing
668,MI,St. Clair,EasternPrevailing
234,MI,St. Joseph,EasternPrevailing
1802,MI,Sanilac,EasternPrevailing
217,MI,Schoolcraft,EasternPrevailing
45,MI,Shiawassee,EasternPrevailing
287,MI,Tuscola,EasternPrevailing
744,MI,Van Buren,EasternPrevailing
2110,MI,Washtenaw,EasternPrevailing
1219,MI,Wayne,EasternPrevailing
178,MI,Wexford,EasternPrevailing
1384,MN,Aitkin,CentralPrevailing
2983,MN,Anoka,CentralPrevailing
663,MN,Becker,CentralPrevailing
618,MN,Beltrami,CentralPrevailing
367,MN,Benton,CentralPrevailing
1020,MN,Big Stone,CentralPrevailing
2161,MN,Blue Earth,CentralPrevailing
493,MN,Brown,CentralPrevailing
2200,MN,Carlton,CentralPrevailing
1393,MN,Carver,CentralPrevailing
2670,MN,Cass,CentralPrevailing
342,MN,Chippewa,CentralPrevailing
2394,MN,Chisago,CentralPrevailing
2067,MN,Clay,CentralPrevailing
500,MN,Clearwater,CentralPrevailing
1603,MN,Cook,CentralPrevailing
2681,MN,Cottonwood,CentralPrevailing
2385,MN,Crow Wing,CentralPrevailing
494,MN,Dakota,CentralPrevailing
2829,MN,Dodge,CentralPrevailing
682,MN,Douglas,CentralPrevailing
1163,MN,Faribault,CentralPrevailing
1340,MN,Fillmore,CentralPrevailing
2722,MN,Freeborn,CentralPrevailing
302,MN,Goodhue,CentralPrevailing
2859,MN,Grant,CentralPrevailing
2956,MN,Hennepin,CentralPrevailing
1760,MN,Houston,CentralPrevailing
1161,MN,Hubbard,CentralPrevailing
2753,MN,Isanti,CentralPrevailing
362,MN,Itasca,CentralPrevailing
2843,MN,Jackson,CentralPrevailing
2343,MN,Kanabec,CentralPrevailing
2112,MN,Kandiyohi,CentralPrevailing
1070,MN,Kittson,CentralPrevailing
2890,MN,Koochiching,CentralPrevailing
2105,MN,Lac qui Parle,CentralPrevailing
1142,MN,Lake,CentralPrevailing
27,MN,Lake of the Woods,CentralPrevailing
406,MN,Le Sueur,CentralPrevailing
767,MN,Lincoln,CentralPrevailing
1281,MN,Lyon,CentralPrevailing
1523,MN,McLeod,CentralPrevailing
1496,MN,Mahnomen,CentralPrevailing
2663,MN,Marshall,CentralPrevailing
1537,MN,Martin,CentralPrevailing
2546,MN,Meeker,CentralPrevailing
2808,MN,Mille Lacs,CentralPrevailing
427,MN,Morrison,CentralPrevailing
2275,MN,Mower,CentralPrevailing
1563,MN,Murray,CentralPrevailing
1761,MN,Nicollet,CentralPrevailing
2495,MN,Nobles,CentralPrevailing
411,MN,Norman,CentralPrevailing
1601,MN,Olmsted,CentralPrevailing
336,MN,Otter Tail,CentralPrevailing
1491,MN,Pennington,CentralPrevailing
512,MN,Pine,CentralPrevailing
2376,MN,Pipestone,CentralPrevailing
1793,MN,Polk,CentralPrevailing
2899,MN,Pope,CentralPrevailing
1195,MN,Ramsey,CentralPrevailing
377,MN,Red Lake,CentralPrevailing
168,MN,Redwood,CentralPrevailing
432,MN,Renville,CentralPrevailing
1948,MN,Rice,CentralPrevailing
1400,MN,Rock,CentralPrevailing
1140,MN,Roseau,CentralPrevailing
3020,MN,St. Louis,CentralPrevailing
1025,MN,Scott,CentralPrevailing
378,MN,Sherburne,CentralPrevailing
3141,MN,Sibley,CentralPrevailing
2594,MN,Stearns,CentralPrevailing
2315,MN,Steele,CentralPrevailing
1893,MN,Stevens,CentralPrevailing
310,MN,Swift,CentralPrevailing
1925,MN,Todd,CentralPrevailing
1659,MN,Traverse,CentralPrevailing
1952,MN,Wabasha,CentralPrevailing
2238,MN,Wadena,CentralPrevailing
414,MN,Waseca,CentralPrevailing
2938,MN,Washington,CentralPrevailing
1630,MN,Watonwan,CentralPrevailing
3049,MN,Wilkin,CentralPrevailing
1838,MN,Winona,CentralPrevailing
2930,MN,Wright,CentralPrevailing
719,MN,Yellow Medicine,CentralPrevailing
2773,MS,Adams,CentralPrevailing
1197,MS,Alcorn,CentralPrevailing
2038,MS,Amite,CentralPrevailing
2011,MS,Attala,CentralPrevailing
1710,MS,Benton,CentralPrevailing
2392,MS,Bolivar,CentralPrevailing
403,MS,Calhoun,CentralPrevailing
2276,MS,Carroll,CentralPrevailing
433,MS,Chickasaw,CentralPrevailing
2816,MS,Choctaw,CentralPrevailing
845,MS,Claiborne,CentralPrevailing
1702,MS,Clarke,CentralPrevailing
1024,MS,Clay,CentralPrevailing
692,MS,Coahoma,CentralPrevailing
2257,MS,Copiah,CentralPrevailing
230,MS,Covington,CentralPrevailing
876,MS,DeSoto,CentralPrevailing
1018,MS,Forrest,CentralPrevailing
2280,MS,Franklin,CentralPrevailing
1433,MS,George,CentralPrevailing
2085,MS,Greene,CentralPrevailing
2548,MS,Grenada,CentralPrevailing
3129,MS,Hancock,CentralPrevailing
898,MS,Harrison,CentralPrevailing
1662,MS,Hinds,CentralPrevailing
1447,MS,Holmes,CentralPrevailing
1171,MS,Humphreys,CentralPrevailing
2,MS,Issaquena,CentralPrevailing
2547,MS,Itawamba,CentralPrevailing
959,MS,Jackson,CentralPrevailing
1706,MS,Jasper,CentralPrevailing
1422,MS,Jefferson,CentralPrevailing
581,MS,Jefferson Davis,CentralPrevailing
704,MS,Jones,CentralPrevailing
2454,MS,Kemper,CentralPrevailing
1487,MS,Lafayette,CentralPrevailing
726,MS,Lamar,CentralPrevailing
2556,MS,Lauderdale,CentralPrevailing
1788,MS,Lawrence,CentralPrevailing
2169,MS,Leake,CentralPrevailing
2138,MS,Lee,CentralPrevailing
3055,MS,Leflore,CentralPrevailing
2920,MS,Lincoln,CentralPrevailing
2902,MS,Lowndes,CentralPrevailing
862,MS,Madison,CentralPrevailing
